Item Name,Item ID,Item meta,Has NBT,Display Name
minecraft:nether_brick,112,0,false,地狱砖块
minecraft:nether_brick,112,0,false,地狱砖块
minecraft:nether_brick_fence,113,0,false,地狱砖栅栏
minecraft:nether_brick_stairs,114,0,false,地狱砖楼梯
minecraft:enchanting_table,116,0,false,附魔台
minecraft:end_portal_frame,120,0,false,末地传送门
minecraft:end_stone,121,0,false,末地石
minecraft:dragon_egg,122,0,false,龙蛋
minecraft:redstone_lamp,123,0,false,红石灯
minecraft:wooden_slab,126,0,false,橡木台阶
minecraft:wooden_slab,126,1,false,云杉台阶
minecraft:wooden_slab,126,2,false,桦木台阶
minecraft:wooden_slab,126,3,false,丛林台阶
minecraft:wooden_slab,126,4,false,金合欢木台阶
minecraft:wooden_slab,126,5,false,深色橡木台阶
minecraft:sandstone_stairs,128,0,false,沙石楼梯
minecraft:emerald_ore,129,0,false,绿宝石矿石
minecraft:ender_chest,130,0,false,末影箱
minecraft:tripwire_hook,131,0,false,绊线钩
minecraft:emerald_block,133,0,false,绿宝石块
minecraft:spruce_stairs,134,0,false,云杉木楼梯
minecraft:birch_stairs,135,0,false,桦木楼梯
minecraft:jungle_stairs,136,0,false,丛林木楼梯
minecraft:command_block,137,0,false,命令方块
minecraft:beacon,138,0,false,信标
minecraft:cobblestone_wall,139,0,false,圆石墙
minecraft:cobblestone_wall,139,1,false,苔石墙
minecraft:wooden_button,143,0,false,按钮
minecraft:anvil,145,0,false,铁砧
minecraft:anvil,145,1,false,轻微损坏的铁砧
minecraft:anvil,145,2,false,严重损坏的铁砧
minecraft:trapped_chest,146,0,false,陷阱箱
minecraft:light_weighted_pressure_plate,147,0,false,测重压力板 (轻质)
minecraft:heavy_weighted_pressure_plate,148,0,false,测重压力板 (重质)
minecraft:daylight_detector,151,0,false,阳光传感器
minecraft:redstone_block,152,0,false,红石块
minecraft:quartz_ore,153,0,false,下界石英矿石
minecraft:hopper,154,0,false,漏斗
minecraft:quartz_block,155,0,false,石英块
minecraft:quartz_block,155,1,false,錾制石英块
minecraft:quartz_block,155,2,false,竖纹石英块
minecraft:quartz_stairs,156,0,false,石英楼梯
minecraft:activator_rail,157,0,false,激活轨道
minecraft:dropper,158,0,false,投掷器
minecraft:stained_hardened_clay,159,0,false,白色染色粘土
minecraft:stained_hardened_clay,159,1,false,橙色染色粘土
minecraft:stained_hardened_clay,159,2,false,品红色染色粘土
minecraft:stained_hardened_clay,159,3,false,淡蓝色染色粘土
minecraft:stained_hardened_clay,159,4,false,黄色染色粘土
minecraft:stained_hardened_clay,159,5,false,黄绿色染色粘土
minecraft:stained_hardened_clay,159,6,false,粉色染色粘土
minecraft:stained_hardened_clay,159,7,false,灰色染色粘土
minecraft:stained_hardened_clay,159,8,false,淡灰色染色粘土
minecraft:stained_hardened_clay,159,9,false,青色染色粘土
minecraft:stained_hardened_clay,159,10,false,紫色染色粘土
minecraft:stained_hardened_clay,159,11,false,蓝色染色粘土
minecraft:stained_hardened_clay,159,12,false,棕色染色粘土
minecraft:stained_hardened_clay,159,13,false,绿色染色粘土
minecraft:stained_hardened_clay,159,14,false,红色染色粘土
minecraft:stained_hardened_clay,159,15,false,黑色染色粘土
minecraft:stained_glass_pane,160,0,false,白色染色玻璃板
minecraft:stained_glass_pane,160,1,false,橙色染色玻璃板
minecraft:stained_glass_pane,160,2,false,品红色染色玻璃板
minecraft:stained_glass_pane,160,3,false,淡蓝色染色玻璃板
minecraft:stained_glass_pane,160,4,false,黄色染色玻璃板
minecraft:stained_glass_pane,160,5,false,黄绿色染色玻璃板
minecraft:stained_glass_pane,160,6,false,粉红色染色玻璃板
minecraft:stained_glass_pane,160,7,false,灰色染色玻璃板
minecraft:stained_glass_pane,160,8,false,淡灰色染色玻璃板
minecraft:stained_glass_pane,160,9,false,青色染色玻璃板
minecraft:stained_glass_pane,160,10,false,紫色染色玻璃板
minecraft:stained_glass_pane,160,11,false,蓝色染色玻璃板
minecraft:stained_glass_pane,160,12,false,棕色染色玻璃板
minecraft:stained_glass_pane,160,13,false,绿色染色玻璃板
minecraft:stained_glass_pane,160,14,false,红色染色玻璃板
minecraft:stained_glass_pane,160,15,false,黑色染色玻璃板
minecraft:leaves2,161,0,false,金合欢树叶
minecraft:leaves2,161,1,false,深色橡树树叶
minecraft:log2,162,0,false,金合欢木
minecraft:log2,162,1,false,深色橡木
minecraft:acacia_stairs,163,0,false,金合欢木楼梯
minecraft:dark_oak_stairs,164,0,false,深色橡木楼梯
minecraft:hay_block,170,0,false,干草块
minecraft:carpet,171,0,false,地毯
minecraft:carpet,171,1,false,橙色地毯
minecraft:carpet,171,2,false,品红色地毯
minecraft:carpet,171,3,false,淡蓝色地毯
minecraft:carpet,171,4,false,黄色地毯
minecraft:carpet,171,5,false,黄绿色地毯
minecraft:carpet,171,6,false,粉红色地毯
minecraft:carpet,171,7,false,灰色地毯
minecraft:carpet,171,8,false,淡灰色地毯
minecraft:carpet,171,9,false,青色地毯
minecraft:carpet,171,10,false,紫色地毯
minecraft:carpet,171,11,false,蓝色地毯
minecraft:carpet,171,12,false,棕色地毯
minecraft:carpet,171,13,false,绿色地毯
minecraft:carpet,171,14,false,红色地毯
minecraft:carpet,171,15,false,黑色地毯
minecraft:hardened_clay,172,0,false,硬化粘土
minecraft:coal_block,173,0,false,煤炭块
minecraft:packed_ice,174,0,false,浮冰
minecraft:double_plant,175,0,false,向日葵
minecraft:double_plant,175,1,false,丁香
minecraft:double_plant,175,2,false,高草丛
minecraft:double_plant,175,3,false,大型蕨
minecraft:double_plant,175,4,false,玫瑰丛
minecraft:double_plant,175,5,false,牡丹
minecraft:iron_shovel,256,0,false,铁锹
minecraft:iron_pickaxe,257,0,false,铁镐
minecraft:iron_axe,258,0,false,铁斧
minecraft:flint_and_steel,259,0,false,打火石
minecraft:apple,260,0,false,苹果
minecraft:bow,261,0,false,弓
minecraft:arrow,262,0,false,箭
minecraft:coal,263,0,false,煤炭
minecraft:coal,263,1,false,木炭
minecraft:diamond,264,0,false,钻石
minecraft:iron_ingot,265,0,false,铁锭
minecraft:gold_ingot,266,0,false,金锭
minecraft:iron_sword,267,0,false,铁剑
minecraft:wooden_sword,268,0,false,木剑
minecraft:wooden_shovel,269,0,false,木锹
minecraft:wooden_pickaxe,270,0,false,木镐
minecraft:wooden_axe,271,0,false,木斧
minecraft:stone_sword,272,0,false,石剑
minecraft:stone_shovel,273,0,false,石锹
minecraft:stone_pickaxe,274,0,false,石镐
minecraft:stone_axe,275,0,false,石斧
minecraft:diamond_sword,276,0,false,钻石剑
minecraft:diamond_shovel,277,0,false,钻石锹
minecraft:diamond_pickaxe,278,0,false,钻石镐
minecraft:diamond_axe,279,0,false,钻石斧
minecraft:stick,280,0,false,木棍
minecraft:bowl,281,0,false,碗
minecraft:mushroom_stew,282,0,false,蘑菇煲
minecraft:golden_sword,283,0,false,金剑
minecraft:golden_shovel,284,0,false,金锹
minecraft:golden_pickaxe,285,0,false,金镐
minecraft:golden_axe,286,0,false,金斧
minecraft:string,287,0,false,线
minecraft:feather,288,0,false,羽毛
minecraft:gunpowder,289,0,false,火药
minecraft:wooden_hoe,290,0,false,木锄
minecraft:stone_hoe,291,0,false,石锄
minecraft:iron_hoe,292,0,false,铁锄
minecraft:diamond_hoe,293,0,false,钻石锄
minecraft:golden_hoe,294,0,false,金锄
minecraft:wheat_seeds,295,0,false,小麦种子
minecraft:wheat,296,0,false,小麦
minecraft:bread,297,0,false,面包
minecraft:leather_helmet,298,0,false,皮革帽子
minecraft:leather_chestplate,299,0,false,皮革外套
minecraft:leather_leggings,300,0,false,皮革裤子
minecraft:leather_boots,301,0,false,皮革靴子
minecraft:chainmail_helmet,302,0,false,锁链头盔
minecraft:chainmail_chestplate,303,0,false,锁链胸甲
minecraft:chainmail_leggings,304,0,false,锁链护腿
minecraft:chainmail_boots,305,0,false,锁链靴子
minecraft:iron_helmet,306,0,false,铁头盔
minecraft:iron_chestplate,307,0,false,铁胸甲
minecraft:iron_leggings,308,0,false,铁护腿
minecraft:iron_boots,309,0,false,铁靴子
minecraft:diamond_helmet,310,0,false,钻石头盔
minecraft:diamond_chestplate,311,0,false,钻石胸甲
minecraft:diamond_leggings,312,0,false,钻石护腿
minecraft:diamond_boots,313,0,false,钻石靴子
minecraft:golden_helmet,314,0,false,金头盔
minecraft:golden_chestplate,315,0,false,金胸甲
minecraft:golden_leggings,316,0,false,金护腿
minecraft:golden_boots,317,0,false,金靴子
minecraft:flint,318,0,false,燧石
minecraft:porkchop,319,0,false,生猪排
minecraft:cooked_porkchop,320,0,false,熟猪排
minecraft:painting,321,0,false,画
minecraft:golden_apple,322,0,false,金苹果
minecraft:golden_apple,322,1,false,金苹果
minecraft:sign,323,0,false,告示牌
minecraft:wooden_door,324,0,false,木门
minecraft:bucket,325,0,false,桶
minecraft:water_bucket,326,0,false,水桶
minecraft:lava_bucket,327,0,false,岩浆桶
minecraft:minecart,328,0,false,矿车
minecraft:saddle,329,0,false,鞍
minecraft:iron_door,330,0,false,铁门
minecraft:redstone,331,0,false,红石
minecraft:snowball,332,0,false,雪球
minecraft:boat,333,0,false,船
minecraft:leather,334,0,false,皮革
minecraft:milk_bucket,335,0,false,牛奶
minecraft:brick,336,0,false,红砖
minecraft:clay_ball,337,0,false,粘土
minecraft:reeds,338,0,false,甘蔗
minecraft:paper,339,0,false,纸
minecraft:book,340,0,false,书
minecraft:slime_ball,341,0,false,粘液球
minecraft:chest_minecart,342,0,false,箱子车
minecraft:furnace_minecart,343,0,false,熔炉车
minecraft:egg,344,0,false,鸡蛋
minecraft:compass,345,0,false,指南针
minecraft:fishing_rod,346,0,false,钓鱼竿
minecraft:clock,347,0,false,钟
minecraft:glowstone_dust,348,0,false,萤石粉
minecraft:fish,349,0,false,生鱼
minecraft:fish,349,1,false,生鲑鱼
minecraft:fish,349,2,false,小丑鱼
minecraft:fish,349,3,false,河豚
minecraft:cooked_fished,350,0,false,熟鱼
minecraft:cooked_fished,350,1,false,熟鲑鱼
minecraft:dye,351,0,false,墨囊
minecraft:dye,351,1,false,玫瑰红
minecraft:dye,351,2,false,仙人掌绿
minecraft:dye,351,3,false,可可豆
minecraft:dye,351,4,false,青金石
minecraft:dye,351,5,false,紫色染料
minecraft:dye,351,6,false,青色染料
minecraft:dye,351,7,false,淡灰色染料
minecraft:dye,351,8,false,灰色染料
minecraft:dye,351,9,false,粉红色染料
minecraft:dye,351,10,false,黄绿色染料
minecraft:dye,351,11,false,蒲公英黄
minecraft:dye,351,12,false,淡蓝色染料
minecraft:dye,351,13,false,品红色染料
minecraft:dye,351,14,false,橙色染料
minecraft:dye,351,15,false,骨粉
minecraft:bone,352,0,false,骨头
minecraft:sugar,353,0,false,糖
minecraft:cake,354,0,false,蛋糕
minecraft:bed,355,0,false,床
minecraft:repeater,356,0,false,红石中继器
minecraft:cookie,357,0,false,曲奇
minecraft:filled_map,358,0,false,地图 #0
minecraft:shears,359,0,false,剪刀
minecraft:melon,360,0,false,西瓜
minecraft:pumpkin_seeds,361,0,false,南瓜种子
minecraft:melon_seeds,362,0,false,西瓜种子
minecraft:beef,363,0,false,生牛肉
minecraft:cooked_beef,364,0,false,牛排
minecraft:chicken,365,0,false,生鸡肉
minecraft:cooked_chicken,366,0,false,熟鸡肉
minecraft:rotten_flesh,367,0,false,腐肉
minecraft:ender_pearl,368,0,false,末影珍珠
minecraft:blaze_rod,369,0,false,烈焰棒
minecraft:ghast_tear,370,0,false,恶魂之泪
minecraft:gold_nugget,371,0,false,金粒
minecraft:nether_wart,372,0,false,地狱疣
minecraft:potion,373,0,false,水瓶
minecraft:potion,373,16,false,粗制的 药水
minecraft:potion,373,32,false,浓稠的 药水
minecraft:potion,373,64,false,平凡的 药水
minecraft:potion,373,8192,false,平凡的 药水
minecraft:potion,373,8193,false,再生药水
minecraft:potion,373,8194,false,迅捷药水
minecraft:potion,373,8195,false,抗火药水
minecraft:potion,373,8196,false,剧毒药水
minecraft:potion,373,8197,false,治疗药水
minecraft:potion,373,8198,false,夜视药水
minecraft:potion,373,8199,false,反胃药水
minecraft:potion,373,8200,false,虚弱药水
minecraft:potion,373,8201,false,力量药水
minecraft:potion,373,8202,false,迟缓药水
minecraft:potion,373,8203,false,衰变药水
minecraft:potion,373,8204,false,伤害药水
minecraft:potion,373,8205,false,水肺药水
minecraft:potion,373,8206,false,隐身药水
minecraft:potion,373,8225,false,再生药水
minecraft:potion,373,8226,false,迅捷药水
minecraft:potion,373,8228,false,剧毒药水
minecraft:potion,373,8229,false,治疗药水
minecraft:potion,373,8232,false,虚弱药水
minecraft:potion,373,8233,false,力量药水
minecraft:potion,373,8234,false,迟缓药水
minecraft:potion,373,8236,false,伤害药水
minecraft:potion,373,8257,false,再生药水
minecraft:potion,373,8258,false,迅捷药水
minecraft:potion,373,8259,false,抗火药水
minecraft:potion,373,8260,false,剧毒药水
minecraft:potion,373,8262,false,夜视药水
minecraft:potion,373,8263,false,反胃药水
minecraft:potion,373,8264,false,虚弱药水
minecraft:potion,373,8265,false,力量药水
minecraft:potion,373,8266,false,迟缓药水
minecraft:potion,373,8267,false,衰变药水
minecraft:potion,373,8268,false,伤害药水
minecraft:potion,373,8269,false,水肺药水
minecraft:potion,373,8270,false,隐身药水
minecraft:potion,373,16384,false,平凡的 药水
minecraft:potion,373,16385,false,喷溅型 再生药水
minecraft:potion,373,16386,false,喷溅型 迅捷药水
minecraft:potion,373,16387,false,喷溅型 抗火药水
minecraft:potion,373,16388,false,喷溅型 剧毒药水
minecraft:potion,373,16389,false,喷溅型 治疗药水
minecraft:potion,373,16390,false,喷溅型 夜视药水
minecraft:potion,373,16391,false,喷溅型 反胃药水
minecraft:potion,373,16392,false,喷溅型 虚弱药水
minecraft:potion,373,16393,false,喷溅型 力量药水
minecraft:potion,373,16394,false,喷溅型 迟缓药水
minecraft:potion,373,16395,false,喷溅型 衰变药水
minecraft:potion,373,16396,false,喷溅型 伤害药水
minecraft:potion,373,16397,false,喷溅型 水肺药水
minecraft:potion,373,16398,false,喷溅型 隐身药水
minecraft:potion,373,16417,false,喷溅型 再生药水
minecraft:potion,373,16418,false,喷溅型 迅捷药水
minecraft:potion,373,16420,false,喷溅型 剧毒药水
minecraft:potion,373,16421,false,喷溅型 治疗药水
minecraft:potion,373,16424,false,喷溅型 虚弱药水
minecraft:potion,373,16425,false,喷溅型 力量药水
minecraft:potion,373,16426,false,喷溅型 迟缓药水
minecraft:potion,373,16428,false,喷溅型 伤害药水
minecraft:potion,373,16449,false,喷溅型 再生药水
minecraft:potion,373,16450,false,喷溅型 迅捷药水
minecraft:potion,373,16451,false,喷溅型 抗火药水
minecraft:potion,373,16452,false,喷溅型 剧毒药水
minecraft:potion,373,16454,false,喷溅型 夜视药水
minecraft:potion,373,16455,false,喷溅型 反胃药水
minecraft:potion,373,16456,false,喷溅型 虚弱药水
minecraft:potion,373,16457,false,喷溅型 力量药水
minecraft:potion,373,16458,false,喷溅型 迟缓药水
minecraft:potion,373,16459,false,喷溅型 衰变药水
minecraft:potion,373,16460,false,喷溅型 伤害药水
minecraft:potion,373,16461,false,喷溅型 水肺药水
minecraft:potion,373,16462,false,喷溅型 隐身药水
minecraft:glass_bottle,374,0,false,玻璃瓶
minecraft:spider_eye,375,0,false,蜘蛛眼
minecraft:fermented_spider_eye,376,0,false,发酵蛛眼
minecraft:blaze_powder,377,0,false,烈焰粉
minecraft:magma_cream,378,0,false,岩浆膏
minecraft:brewing_stand,379,0,false,酿造台
minecraft:cauldron,380,0,false,炼药锅
minecraft:ender_eye,381,0,false,末影之眼
minecraft:speckled_melon,382,0,false,闪烁的西瓜
minecraft:spawn_egg,383,50,false,生成 爬行者
minecraft:spawn_egg,383,51,false,生成 骷髅
minecraft:spawn_egg,383,52,false,生成 蜘蛛
minecraft:spawn_egg,383,54,false,生成 僵尸
minecraft:spawn_egg,383,55,false,生成 史莱姆
minecraft:spawn_egg,383,56,false,生成 恶魂
minecraft:spawn_egg,383,57,false,生成 僵尸猪人
minecraft:spawn_egg,383,58,false,生成 末影人
minecraft:spawn_egg,383,59,false,生成 洞穴蜘蛛
minecraft:spawn_egg,383,60,false,生成 蠹虫
minecraft:spawn_egg,383,61,false,生成 烈焰人
minecraft:spawn_egg,383,62,false,生成 岩浆怪
minecraft:spawn_egg,383,65,false,生成 蝙蝠
minecraft:spawn_egg,383,66,false,生成 女巫
minecraft:spawn_egg,383,90,false,生成 猪
minecraft:spawn_egg,383,91,false,生成 羊
minecraft:spawn_egg,383,92,false,生成 牛
minecraft:spawn_egg,383,93,false,生成 鸡
minecraft:spawn_egg,383,94,false,生成 鱿鱼
minecraft:spawn_egg,383,95,false,生成 狼
minecraft:spawn_egg,383,96,false,生成 哞菇
minecraft:spawn_egg,383,98,false,生成 豹猫
minecraft:spawn_egg,383,100,false,生成 马
minecraft:spawn_egg,383,120,false,生成 村民
minecraft:spawn_egg,383,301,false,生成 丛林蜘蛛
minecraft:spawn_egg,383,302,false,生成 火鸡
minecraft:spawn_egg,383,303,false,生成 泥史莱姆
minecraft:spawn_egg,383,304,false,生成 魅影
minecraft:spawn_egg,383,305,false,生成 胡峰
minecraft:spawn_egg,383,306,false,生成 鸟
minecraft:spawn_egg,383,307,false,生成 妖精
minecraft:spawn_egg,383,6396,false,生成 恶魔
minecraft:spawn_egg,383,6397,false,生成 曼德拉草
minecraft:spawn_egg,383,6398,false,生成 行路花
minecraft:spawn_egg,383,6399,false,生成 角魔狩猎者
minecraft:spawn_egg,383,6400,false,生成 树人
minecraft:spawn_egg,383,6401,false,生成 猫头鹰
minecraft:spawn_egg,383,6402,false,生成 蟾蜍
minecraft:spawn_egg,383,6403,false,生成 芭芭雅嘎
minecraft:spawn_egg,383,6404,false,生成 聚会女巫
minecraft:spawn_egg,383,6405,false,生成 梦魇
minecraft:spawn_egg,383,6406,false,生成 幽魂
minecraft:spawn_egg,383,6407,false,生成 整蛊幽灵
minecraft:spawn_egg,383,6408,false,生成 报死女妖
minecraft:spawn_egg,383,6409,false,生成 精神体
minecraft:spawn_egg,383,6410,false,生成 死神
minecraft:spawn_egg,383,6411,false,生成 狩巫人
minecraft:spawn_egg,383,6412,false,生成 痛苦之王
minecraft:spawn_egg,383,6413,false,生成 烈焰小鬼
minecraft:spawn_egg,383,6414,false,生成 矿德拉草
minecraft:spawn_egg,383,6415,false,生成 妖精
minecraft:spawn_egg,383,6416,false,生成 莫哥
minecraft:spawn_egg,383,6417,false,生成 瓜哥
minecraft:spawn_egg,383,6418,false,生成 半羊人之影
minecraft:spawn_egg,383,6419,false,生成 迷失之魂
minecraft:spawn_egg,383,6420,false,生成 狼人
minecraft:spawn_egg,383,6421,false,生成 地狱犬
minecraft:spawn_egg,383,6422,false,生成 村民
minecraft:spawn_egg,383,6423,false,生成 守卫
minecraft:spawn_egg,383,6424,false,生成 吸血鬼
minecraft:spawn_egg,383,6425,false,生成 莉莉丝
minecraft:spawn_egg,383,6426,false,生成 飞翼猴子
minecraft:spawn_egg,383,6427,false,生成 镜像体
minecraft:spawn_egg,383,5,false,生成 迷你末影人
minecraft:spawn_egg,383,6,false,生成 震荡爬行者
minecraft:spawn_egg,383,7,false,生成 堕落骑士
minecraft:spawn_egg,383,23,false,生成 堕落战马
minecraft:spawn_egg,383,24,false,生成 凋零女巫
minecraft:spawn_egg,383,25,false,生成 凋零猫
minecraft:spawn_egg,383,26,false,生成 冰原狼
minecraft:spawn_egg,383,27,false,生成 史莱姆骑士
minecraft:spawn_egg,383,256,false,生成 进化蜘蛛
minecraft:spawn_egg,383,257,false,生成 进化僵尸
minecraft:spawn_egg,383,258,false,生成 进化爬行者
minecraft:spawn_egg,383,259,false,生成 进化骷髅
minecraft:spawn_egg,383,260,false,生成 进化骷髅之王
minecraft:spawn_egg,383,261,false,生成 外星村民
minecraft:spawn_egg,383,262,false,生成 菌泥虫
minecraft:spawn_egg,383,263,false,生成 黏滑怪
minecraft:spawn_egg,383,264,false,生成 进化爬行者之王
minecraft:spawn_egg,383,29,false,生成 帕克顿
minecraft:spawn_egg,383,30,false,生成 软体动物村民
minecraft:spawn_egg,383,31,false,生成 机器人村民
minecraft:spawn_egg,383,32,false,生成 哨兵
minecraft:spawn_egg,383,33,false,生成 钳子虫
minecraft:spawn_egg,383,34,false,生成 亡灵法老
minecraft:spawn_egg,383,308,false,生成 雪人守卫
